state,name,udid,runtime,isAvailable,GiB
Booted,CLAUDE 3p-e2e (pvai overnight) - iPhone 17,8FB120B9-48CF-47B4-90D3-E125C84E8376,com.apple.CoreSimulator.SimRuntime.iOS-26-3,True,3.128856658935547
Shutdown,PRIME pvai client corpus 20260816 - iPhone 17,E1A1389A-AE89-4E89-9A38-79959C15FF6B,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,15.536571502685547
Shutdown,feat_more_effects2 - iPhone 17,DEF1631B-7125-43C6-BFA3-4423BF103C91,com.apple.CoreSimulator.SimRuntime.iOS-26-4,True,8.913394927978516
Shutdown,SOL hub-liveness (pvai resume ux) - iPhone 17 Pro,C156F3C1-E159-4E07-BC95-D17EA2DC0044,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,7.030204772949219
Shutdown,PRIME paygate visual guide - iPhone 17,7DC00E6D-8617-48B3-9BF0-E745F211BC8D,com.apple.CoreSimulator.SimRuntime.iOS-26-4,True,6.701702117919922
Shutdown,feat_puzzle-monetization-restoration-20260720 - feat_puzzle-monetization-restoration-20260720 - ps-viewport-audit-iphone16,A7B7EA79-9873-432D-9DF8-8EFDC3218F9B,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,6.386192321777344
Shutdown,feat_logo_targeted_treatment - iPhone 17 Pro Max,2194DB8C-5C92-475F-BC8B-9E675A4FDB39,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,6.329093933105469
Shutdown,fix_ios-restart-instructions-20260807 - amir_pvai_demo,ED876440-3AB0-486D-A110-552EB4D62656,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,5.854736328125
Shutdown,fix_shop-gem-scroll-clipping - iPhone 17 Pro,6FF1E352-CEC6-4DD2-979B-3A9E71133589,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,5.795780181884766
Shutdown,feat_onboarding-three-arm-puzzle-count-20260815 - iPhone 17 Pro,F7B79356-08F1-4655-A33E-2C243F0B431D,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,5.375469207763672
Shutdown,plans_revenuecat-paywall-local-feasibility-20260815 - iPhone 17 Pro,B8B7C4A9-EF72-4A37-A8E6-AE0FCCD90246,com.apple.CoreSimulator.SimRuntime.iOS-26-4,True,5.176219940185547
Shutdown,fix_scrobbler_again - iPhone 17 Pro Max,49DA21BF-87EB-4705-AAFE-99BCCEB4D7BF,com.apple.CoreSimulator.SimRuntime.iOS-26-4,True,4.945320129394531
Shutdown,CODEX tiv-invariant (thinking glow) - iPhone 17,BAD95C8E-3E57-4818-9B90-E4ED22593B4B,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,4.717052459716797
